itemid,title,price,stock_status,page,size,mass,ISBN,original_title,publish_date,publish_company,writer,artist,image_url
266260712,디스피커블 데드풀 Vol.2 : 마블 유니버스의 데드풀 죽이기,17000,in stock,180,167*257,342,9.79117E+12,원제 : Despicable Deadpool Vol.2 : The Marvel Universe Kills Deadpool,2/26/21,시공사(만화),제리 더갠,"스콧 코블리시, 마이크 호손, 마테오 롤리",https://image.aladin.co.kr/product/26626/7/cover500/k802739239_1.jpg
266260447,디스피커블 데드풀 Vol.1 : 데드풀의 케이블 죽이기,18000,in stock,200,167*257,380,9.79117E+12,원제 : Despicable Deadpool Vol.1 : Deadpool Kills Cable,2/26/21,시공사(만화),제리 더갠,"스콧 코블리시, 마이크 호손, 마테오 롤리",https://image.aladin.co.kr/product/26626/4/cover500/k742739239_1.jpg
265450317,피터 파커 : 스펙태큘러 스파이더맨 Vol.2,21000,in stock,252,167*257,479,9.79117E+12,원제 : Peter Parker : The Spectacular Spider-Man Vol.2 - Mazing Fantasy,2/26/21,시공사(만화),칩 즈다스키,"아담 큐버트, 크리스 배챌로",https://image.aladin.co.kr/product/26545/3/cover500/k392738830_1.jpg
265449809,피터 파커 : 스펙태큘러 스파이더맨 Vol.1,21000,in stock,260,167*257,494,9.79117E+12,원제 : Peter Parker : The Spectacular Spider-Man Vol.1 - Into The Twilight,2/26/21,시공사(만화),칩 즈다스키,"아담 큐버트, 마이클 월시",https://image.aladin.co.kr/product/26544/98/cover500/k362738830_1.jpg
265448843,배트맨/슈퍼맨 : 시크릿 식스는 누구인가?,20000,in stock,208,167*257,312,9.79117E+12,원제 : Batman/Superman: Who Are The Secret Six?,2/25/21,시공사(만화),조슈아 윌리엄슨,"데이비드 마르케즈, 알레한드로 산체스",https://image.aladin.co.kr/product/26544/88/cover500/k232738830_1.jpg
264183831,플래시 Vol. 4 : 더 플래시,32000,in stock,396,167*257,752,9.79117E+12,원제 : The Flash Vol. 4 : The Flash,2/25/21,시공사(만화),조슈아 윌리엄슨,"카르미네 디 지안도메니코, 닐 구지, 크리스티안 두체, 팝 만, 하워드 포터, 아이반 플라센시아",https://image.aladin.co.kr/product/26418/38/cover500/k682738426_1.jpg
263188963,조커 : 킬러 스마일,15000,in stock,152,215*275,380,9.79117E+12,원제 : Joker : Killer Smile,2/25/21,시공사(만화),제프 르미어,"안드레아 소렌티노, 조디 벨레어",https://image.aladin.co.kr/product/26318/89/cover500/k352738827_1.jpg
264183724,스파이더맨 / 데드풀 VOL. 8 : 로드 트립,13000,in stock,112,167*257,213,9.79117E+12,원제 : Spider-Man/Deadpool Vol.8 : Road Trip,2/20/21,시공사(만화),로비 톰슨,"맷 호락, 짐 토웨",https://image.aladin.co.kr/product/26418/37/cover500/k552738426_1.jpg
261820772,마이티 토르의 죽음,27000,in stock,336,167*257,815,9.79117E+12,원제 : The Death Of The Mighty Thor,1/26/21,시공사(만화),제이슨 아론,"올리비에 크와펠, 킴 자신토, 러셀 다우터만",https://image.aladin.co.kr/product/26182/7/cover500/k482737457_1.jpg
261820253,토니 스타크 : 아이언 맨 Vol. 1 셀프메이드 맨,13000,in stock,132,167*257,350,9.79117E+12,원제 : TONY STARK: Iron Man Vol. 1 - Self-Made Man,1/26/21,시공사(만화),댄 슬롯,"발레리오 스키티, 에드가 델가도, 임강혁",https://image.aladin.co.kr/product/26182/2/cover500/k312737457_1.jpg
261184204,테일즈 오브 완다 & 비전,22000,in stock,288,167*257,670,9.79117E+12,원제 : Vision & The Scarlet Witch,1/26/21,시공사(만화),"스티브 엥글하트, 빌 맨틀로, 존 번","릭 레너디, 리처드 하월",https://image.aladin.co.kr/product/26118/42/cover500/k872737350_1.jpg
262039984,슈퍼맨 : 액션 코믹스 : 리버스 디럭스 에디션 BOOK 1,22000,in stock,264,167*257,502,9.79117E+12,원제 : Superman: Action Comics : Rebirth Deluxe Edition Book 1,1/25/21,시공사(만화),댄 쥬겐스,"패치 저쳐, 타일러 커크햄",https://image.aladin.co.kr/product/26203/99/cover500/k172738181_1.jpg
261179957,저스티스 리그 Vol. 5 : 정의와 파멸의 전쟁,22000,in stock,272,167*257,502,9.79117E+12,원제 : Justice League Vol. 5 : Justice Doom War,1/25/21,시공사(만화),"스콧 스나이더, 제임스 타이니언 4세","호르헤 히메네즈, 브루노 레돈도",https://image.aladin.co.kr/product/26117/99/cover500/k342737350_1.jpg
261181218,둠스데이 클락 컴플리트 컬렉션,37000,out of stock,456,167*257,684,9.79117E+12,원제 : Doomsday Clock The Complete Collection,1/21/21,시공사(만화),제프 존스,"개리 프랭크, 브래드 앤더슨",https://image.aladin.co.kr/product/26118/12/cover500/k502737350_1.jpg
258736104,웃는 배트맨,21000,out of stock,232,167*257,348,9.79117E+12,원제 : The Batman Whp Laughs,12/25/20,시공사(만화),스콧 스나이더,족,https://image.aladin.co.kr/product/25873/61/cover500/k962737466_1.jpg
258736697,언캐니 엑스맨 : 울버린과 사이클롭스,27000,in stock,328,167*257,623,9.79117E+12,원제 : Uncanny X-Men: Wolverine And Cyclops Vol. 1-2,12/20/20,시공사(만화),매튜 로젠버그,"살바도르 라로카, 카를로스 고메즈, 카를로스 비야",https://image.aladin.co.kr/product/25873/66/cover500/k062737466_1.jpg
258736673,헬보이 Hellboy 12 : 폭풍과 분노,16000,out of stock,176,167*257,334,9.79117E+12,원제 : Hellboy™ 12: The Storm and the Fury,12/20/20,시공사(만화),마이크 미뇰라,던컨 페그레도,https://image.aladin.co.kr/product/25873/66/cover500/k072737466_1.jpg
258736643,헬보이 Hellboy 11 : 지옥의 신부와 다른 이야기들,18000,out of stock,200,167*257,380,9.79117E+12,원제 : Hellboy™ 11: The Bride of Hell and Others,12/20/20,시공사(만화),마이크 미뇰라,리처드 코벤,https://image.aladin.co.kr/product/25873/66/cover500/k052737466_1.jpg
258736123,헬보이 Hellboy 10 : 비뚤어진 사내와 다른 이야기들,15000,out of stock,160,167*257,304,9.79117E+12,원제 : Hellboy™ 10: The Crooked Man and Others,12/20/20,시공사(만화),마이크 미뇰라,리처드 코벤,https://image.aladin.co.kr/product/25873/61/cover500/k982737466_1.jpg
256843011,앱솔루트 배트맨 : 블랙 미러,34000,out of stock,320,167*257,480,9.79117E+12,원제 : Absolute Batman: The Black Mirror,11/25/20,시공사(만화),스콧 스나이더,"족, 프란체스코 프란카빌라",https://image.aladin.co.kr/product/25684/30/cover500/k102735342_1.jpg
256469184,마이티 토르 Vol. 2 : 아스가르드 / 시아 제국 전쟁,23000,in stock,288,167*257,480,9.79117E+12,원제 : Mighty Thor Vol. 2,11/20/20,시공사(만화),제이슨 아론,"러셀 다우터만, 매튜 윌슨, 스티브 엡팅",https://image.aladin.co.kr/product/25646/91/cover500/k012735042_1.jpg
256468842,데드풀의 죽여주는 명작선,10000,in stock,96,167*257,182,9.79117E+12,원제 : Deadpool Killustrated,11/20/20,시공사(만화),컬런 번,마테오 롤리,https://image.aladin.co.kr/product/25646/88/cover500/k052735042_1.jpg
254067186,스파이더맨 : 크레이븐의 마지막 사냥,16000,in stock,168,167*257,182,9.79117E+12,원제 : Spider-man: Kraven's Last Hunt,10/26/20,시공사(만화),J.M. 디매티스,마이크 제크,https://image.aladin.co.kr/product/25406/71/cover500/k192633119_1.jpg
253750763,리그 오브 레전드 : 제드,13000,out of stock,144,167*257,274,9.79117E+12,원제 : League Of Legends: Zed,10/20/20,시공사(만화),오딘 오스틴 샤퍼,에드거 살라자르,https://image.aladin.co.kr/product/25375/7/cover500/k472633810_1.jpg
251512872,조커 80주년 스페셜,13000,out of stock,96,167*257,182,9.79117E+12,원제 : The Joker 80th Anniyersary 100-Page Super Spectacular,9/25/20,시공사(만화),스콧 스나이더,족,https://image.aladin.co.kr/product/25151/28/cover500/k272633376_1.jpg
251512624,배트맨 : 라스트 나이트 온 어스,18000,in stock,184,167*257,276,9.79117E+12,원제 : Batman : Last Knight On Earth,9/25/20,시공사(만화),스콧 스나이더,"그렉 카풀로, 조나단 글래피언, FCO 플라센시아",https://image.aladin.co.kr/product/25151/26/cover500/k182633376_1.jpg
251512266,저스티스 리그 Vol. 4 : 6차원,21000,in stock,256,167*257,276,9.79117E+12,원제 : Justice League Vol. 4 : The Sixth Dimension,9/25/20,시공사(만화),스콧 스나이더,호르헤 히메네즈,https://image.aladin.co.kr/product/25151/22/cover500/k002633376_1.jpg
251890093,마이티 토르 Vol. 1 : 핏줄에 흐르는 천둥,23000,in stock,280,167*257,276,9.79117E+12,원제 : Mighty Thor Vol. 1,9/20/20,시공사(만화),제이슨 아론,"러셀 다우터만, 매튜 윌슨",https://image.aladin.co.kr/product/25189/0/cover500/k812633694_1.jpg
251889506,캡틴 아메리카 : 화이트,15000,in stock,160,167*257,304,9.79117E+12,원제 : Captain America : White,9/20/20,시공사(만화),제프 로브,팀 세일,https://image.aladin.co.kr/product/25188/95/cover500/k892633694_1.jpg
251888626,타노스,25000,in stock,312,167*257,593,9.79117E+12,원제 : Thanos : by Donny Cates,9/20/20,시공사(만화),도니 케이츠,"제프 쇼, 딜런 버넷",https://image.aladin.co.kr/product/25188/86/cover500/k712633694_1.jpg
249317188,(뉴 52) 그린 랜턴 Green Lantern Vol.3 : 끝,22000,in stock,260,167*257,494,9.79117E+12,원제 : Green Lantern Vol. 3: The End (the New 52),8/25/20,시공사(만화),제프 존스,더그 만케,https://image.aladin.co.kr/product/24931/71/cover500/k962632591_1.jpg
249317168,(뉴 52) 그린 랜턴 Green Lantern Vol.2 : 블랙 핸드의 복수,18000,in stock,188,167*257,357,9.79117E+12,원제 : Green Lantern Vol. 2: The Revenge of Black Hand,8/25/20,시공사(만화),제프 존스,"더그 만케, 에단 반 스카이버",https://image.aladin.co.kr/product/24931/71/cover500/k812632590_1.jpg
249317113,(뉴 52) 그린 랜턴 Green Lantern Vol.1 : 시네스트로,15000,in stock,160,167*257,304,9.79117E+12,원제 : Green Lantern Volume 1: Sinestro,8/25/20,시공사(만화),제프 존스,더그 만케,https://image.aladin.co.kr/product/24931/71/cover500/k882632590_1.jpg
249317064,그린 랜턴 Green Lantern : 그린 랜턴 전쟁,22000,in stock,268,167*257,509,9.79117E+12,원제 : Green Lantern: War of the Green Lanterns,8/25/20,시공사(만화),"제프 존스, 토니 베다드, 피터 J. 토마시","더그 만케, 타일러 커크햄, 페르난도 파사린",https://image.aladin.co.kr/product/24931/70/cover500/k872632590_1.jpg
249317035,그린 랜턴 Green Lantern : 브라이티스트 데이,21000,in stock,256,167*257,486,9.79117E+12,원제 : Green Lantern: Brightest Day,8/25/20,시공사(만화),제프 존스,더그 만케,https://image.aladin.co.kr/product/24931/70/cover500/k702632590_1.jpg
248952653,배트맨 : 배틀 포 더 카울,15000,out of stock,160,167*257,486,9.79117E+12,원제 : Batman: Battle For The Cowl,8/25/20,시공사(만화),,,https://image.aladin.co.kr/product/24895/26/cover500/k032632470_1.jpg
249267072,인빈시블 아이언 맨 : 토니 스타크를 찾아서,19000,in stock,212,167*257,486,9.79117E+12,원제 : Invincible Iron Man: The Search for Tony Stark,8/20/20,시공사(만화),브라이언 마이클 벤디스,"스테파노 카셀리, 알렉스 말레프, 마테 그라시아",https://image.aladin.co.kr/product/24926/70/cover500/k772632396_1.jpg
249266788,이모털 헐크 Vol. 1 : 아니면 둘 다인가?,22000,in stock,264,167*257,486,9.79117E+12,원제 : Immortal Hulk HC VOL. 1,8/20/20,시공사(만화),앨 유잉,"조 베넷, 루이 호세, 폴 마운츠",https://image.aladin.co.kr/product/24926/67/cover500/k622632395_1.jpg
249266711,로키 : 아스가르드의 요원,32000,in stock,396,167*257,752,9.79117E+12,원제 : Loki: Agent of Asgard The Complete Collection,8/20/20,시공사(만화),앨 유잉,"리 가벳, 호르헤 코엘료",https://image.aladin.co.kr/product/24926/67/cover500/k822632391_1.jpg
248375043,마블 1602,22000,in stock,248,167*257,752,9.79117E+12,원제 : Marvel 1602,8/10/20,시공사(만화),닐 게이먼,"앤디 큐버트, 리샤르 이사노브",https://image.aladin.co.kr/product/24837/50/cover500/k162631255_1.jpg
248015992,디씨즈드,21000,in stock,232,167*257,752,9.79117E+12,원제 : Dceased,8/5/20,시공사(만화),톰 테일러,"트레버 헤어사인, 스테파노 가우디아노, 레인 베레도",https://image.aladin.co.kr/product/24801/59/cover500/k412631932_1.jpg
246889702,배트맨 디텍티브 코믹스 Vol.4 : 데우스 엑스 마키나,13000,in stock,144,167*257,274,9.79117E+12,원제 : Batman Detective Comimics Vol. 4 : League Of Shadows,7/25/20,시공사(만화),제임스 타이니언 4세,"알바로 마르티네스, 라울 페르난데스, 브래드 앤더슨",https://image.aladin.co.kr/product/24688/97/cover500/k482631593_1.jpg
246889243,(뉴 52) 나이트윙 Vol.2 : 올빼미의 밤,13000,in stock,144,167*257,274,9.79117E+12,원제 : Nightwing Vol.2 : Night Of The Owls,7/25/20,시공사(만화),카일 히긴스,에디 바로우즈,https://image.aladin.co.kr/product/24688/92/cover500/k902631593_1.jpg
246888552,마블 퓨처 파이트 퍼스트,13000,in stock,128,167*257,274,9.79117E+12,원제 : Future Fight First,7/20/20,시공사(만화),알리사 웡,"임강혁, 이인혁",https://image.aladin.co.kr/product/24688/85/cover500/k362631592_1.jpg
246888107,스파이더맨 / 데드풀 VOL. 7 : My Two Dads,14000,in stock,152,167*257,289,9.79117E+12,원제 : Spider-Man/Deadpool Vol.7 : My Two Dads,7/20/20,시공사(만화),로비 톰슨,"맷 호락, 짐 토웨",https://image.aladin.co.kr/product/24688/81/cover500/k272631592_1.jpg
246887645,어메이징 스파이더맨 : 레드 고블린,22000,in stock,264,167*257,502,9.79117E+12,원제 : Amazing Spider-Man : Red Goblin,7/20/20,시공사(만화),"댄 슬롯, 크리스토스 게이지","스튜어트 이모넨, 움베르토 라모스, 주세페 캐먼콜리",https://image.aladin.co.kr/product/24688/76/cover500/k102631592_1.jpg
243636886,슈퍼 선즈 옴니버스,65000,out of stock,608,167*257,502,9.79117E+12,원제 : Super Sons Omnibus,6/25/20,시공사(만화),피터 J. 토마시,"호르헤 히메네즈, 패트릭 글리슨",https://image.aladin.co.kr/product/24363/68/cover500/k402630113_1.jpg
243436101,저스티스 리그 Vol. 3 : 호크월드,17000,in stock,184,167*257,502,9.79117E+12,원제 : Justice League Vol. 3 : Hawkworld,6/25/20,시공사(만화),"스콧 스나이더, 제임스 타이니언 4세","짐 청, 스티븐 세고비아",https://image.aladin.co.kr/product/24343/61/cover500/k662630707_1.jpg
243435678,저스티스 리그 Vol. 2 : 신들의 무덤,20000,in stock,232,167*257,502,9.79117E+12,원제 : Justice League Vol. 2: Graveyard Of Gods,6/25/20,시공사(만화),"스콧 스나이더, 제임스 타이니언 4세","프랜시스 마나풀, 하워드 포터",https://image.aladin.co.kr/product/24343/56/cover500/k592630707_1.jpg
246317919,히스토리 오브 더 마블 유니버스,21000,in stock,232,167*257,502,9.79117E+12,원제 : History Of The Marvel Universe,6/20/20,시공사(만화),마크 웨이드,하비에르 로드리게즈,https://image.aladin.co.kr/product/24631/79/cover500/k062631798_1.jpg
246316902,마블 코믹스 : 창밖의 세상,27000,in stock,320,167*257,502,9.79117E+12,원제 : Marvel Comics: The World Outiside Your Window,6/20/20,시공사(만화),,,https://image.aladin.co.kr/product/24631/69/cover500/k842631687_1.jpg
246315862,마블 코믹스 #1000,14000,in stock,144,167*257,502,9.79117E+12,원제 : Marvel Comics #1000,6/20/20,시공사(만화),"앨 유잉, 제이슨 아론, 제리 더갠, 닐 게이먼","대니얼 아쿠냐, 짐 청, 알렉스 로스",https://image.aladin.co.kr/product/24631/58/cover500/k742631687_1.jpg
240907709,원더 우먼 리버스 디럭스 에디션 BOOK 1,29000,in stock,360,167*257,684,9.79117E+12,원제 : Wonder Woman: The Rebirth Deluxe Edition Book 1,5/25/20,시공사(만화),그렉 러카,"리암 샤프, 니콜라 스콧",https://image.aladin.co.kr/product/24090/77/cover500/k592639232_1.jpg
240752512,저스티스 리그 : 노 저스티스,13000,in stock,144,167*257,274,9.79117E+12,원제 : Justice League: No Justice,5/25/20,시공사(만화),"스콧 스나이더, 제임스 타이니언 4세, 조슈아 윌리엄슨",프랜시스 마나풀,https://image.aladin.co.kr/product/24075/25/cover500/k442639033_1.jpg
240752133,저스티스 리그 Vol. 1 : 토탈리티,19000,in stock,220,167*257,274,9.79117E+12,원제 : Justice League Vol. 1 : Totality,5/25/20,시공사(만화),"스콧 스나이더, 제임스 타이니언 4세","호르헤 히메네즈, 짐 청",https://image.aladin.co.kr/product/24075/21/cover500/k452639033_1.jpg
240913707,"헬보이 : 방문자, 그는 어떻게 왜 머무르게 되었나",12000,out of stock,144,167*257,274,9.79117E+12,원제 : The Visitor: How and Why He Stayed,5/20/20,시공사(만화),"마이크 미뇰라, 크리스 로버슨",폴 그리스트,https://image.aladin.co.kr/product/24091/37/cover500/k672639233_1.jpg
240907945,어벤저스 & 엑스맨 : 액시스,22000,in stock,264,167*257,274,9.79117E+12,원제 : Avengers & X-Men: AXIS,5/20/20,시공사(만화),릭 리멘더,"아담 쿠버트, 레이닐 프랜시스 유, 테리 도슨, 짐 청",https://image.aladin.co.kr/product/24090/79/cover500/k652639232_1.jpg
240907508,토르 : 천둥의 여신,21000,in stock,232,167*257,441,9.79117E+12,원제 : THOR by Jason Aaron & Russell Dauterman,5/20/20,시공사(만화),제이슨 아론,"러셀 다우터만, 호르헤 몰리나, 매튜 윌슨",https://image.aladin.co.kr/product/24090/75/cover500/k572639232_1.jpg
241302230,브이 포 벤데타 30주년 기념 디럭스 에디션,32000,in stock,400,167*257,600,9.78895E+12,원제 : V For Vendetta The 30th Anniversary Deluxe Edition,5/5/20,시공사(만화),앨런 무어,데이비드 로이드,https://image.aladin.co.kr/product/24130/22/cover500/8952761804_1.jpg
237677683,배트맨 : 메탈 : 레지스탕스,21000,in stock,248,167*257,471,9.78895E+12,원제 : Batman : Metal: The Resistance,4/25/20,시공사(만화),"스콧 스나이더, 제임스 타이니언 4세, 조슈아 윌리엄슨, 제프 르미어","더그 만케, 야닉 파케트, 호르헤 히메네즈, 브라이언 히치, 하워드 포터, 스테판 셰이치",https://image.aladin.co.kr/product/23767/76/cover500/8952758188_1.jpg
237677202,(뉴 52) 나이트윙 Vol.1 : 함정과 공중그네,15000,in stock,160,167*257,304,9.78895E+12,원제 : Nightwing Vol.1 : Traps And Trapezes,4/25/20,시공사(만화),카일 히긴스,에디 바로우즈,https://image.aladin.co.kr/product/23767/72/cover500/8952758005_1.jpg
238348579,이터널스,22000,in stock,256,167*257,384,9.78895E+12,원제 : Eternals,4/20/20,시공사(만화),닐 게이먼,존 로미타 주니어,https://image.aladin.co.kr/product/23834/85/cover500/8952757998_1.jpg
238169394,데드풀 : 시크릿 엠파이어,21000,in stock,248,167*257,471,9.78895E+12,원제 : Deadpool : Secret Empire,4/20/20,시공사(만화),제리 더갠,"스콧 코블리시, 마이크 호손, 마테오 롤리",https://image.aladin.co.kr/product/23816/93/cover500/8952748344_1.jpg
238168604,어메이징 스파이더맨 : 시크릿 엠파이어,26000,in stock,320,167*257,608,9.78895E+12,원제 : Amazing Spider-Man: Secret Empire,4/20/20,시공사(만화),"댄 슬롯, 크리스토스 게이지",스튜어트 이모넨,https://image.aladin.co.kr/product/23816/86/cover500/8952748786_1.jpg
238167897,어벤저스 : 노 서렌더,32000,in stock,400,167*257,760,9.78895E+12,원제 : Avengers: No Surrender,4/20/20,시공사(만화),"마크 웨이드, 앨 유잉, 짐 접","페페 라라즈, 킴 자신토, 파코 메디나",https://image.aladin.co.kr/product/23816/78/cover500/895274733x_1.jpg
237678369,테일즈 오브 서스펜스 : 호크아이 & 윈터 솔저,13000,in stock,112,167*257,213,9.78895E+12,원제 : Tales of Suspense: Hawkeye & Winter Soldier,4/20/20,시공사(만화),매튜 로젠버그,트래블 포먼,https://image.aladin.co.kr/product/23767/83/cover500/8952761006_1.jpg
237678010,시크릿 엠파이어,37000,in stock,480,167*257,912,9.78895E+12,원제 : Secret Empire,4/20/20,시공사(만화),닉 스펜서,"스티브 맥니븐, 안드레아 소렌티노, 레이닐 프랜시스 유",https://image.aladin.co.kr/product/23767/80/cover500/k882639960_1.jpg
237749392,블랙 위도우,19800,in stock,272,167*257,517,9.78895E+12,원제 : Black Widow The Complete Collection,4/10/20,시공사(만화),마크 웨이드,"크리스 샘니, 매튜 윌슨",https://image.aladin.co.kr/product/23774/93/cover500/8952760905_1.jpg
235914172,슈퍼맨 Vol. 3 : 멀티플리시티,13000,in stock,144,167*257,274,9.78895E+12,원제 : Superman VOL. 3 : Multiplicity,3/25/20,시공사(만화),"피터 J. 토마시, 패트릭 글리슨","호르헤 히메네스, 아이반 라이스, 라이언 수크, 토니 S. 다니엘, 세바스티안 피우마라",https://image.aladin.co.kr/product/23591/41/cover500/8952761731_1.jpg
235913955,배트맨 주식회사 Vol. 2 : 고담 일급수배자,19000,in stock,224,167*257,274,9.78895E+12,원제 : Batman: Incorporated Vol. 2 Gotham's Most Wanted,3/25/20,시공사(만화),그랜트 모리슨,크리스 번햄,https://image.aladin.co.kr/product/23591/39/cover500/895276112x_1.jpg
235913678,배트맨 주식회사 Vol. 1 : 데몬 스타,16000,in stock,176,167*257,274,9.78895E+12,원제 : Batman: Incorporated Vol. 1 Demon Star,3/25/20,시공사(만화),그랜트 모리슨,크리스 번햄,https://image.aladin.co.kr/product/23591/36/cover500/8952761111_1.jpg
235913324,배트맨 디텍티브 코믹스 Vol.3 : 리그 오브 섀도우,17000,in stock,184,167*257,350,9.78895E+12,원제 : Batman Detective Comimics Vol. 3 : League Of Shadows,3/25/20,시공사(만화),제임스 타이니언 4세,"마르시오 타카라, 크리스티안 두세",https://image.aladin.co.kr/product/23591/33/cover500/8952761723_1.jpg
234689117,할린,28000,out of stock,208,215*275,520,9.78895E+12,원제 : Harleen,3/10/20,시공사(만화),,,https://image.aladin.co.kr/product/23468/91/cover500/8952754522_1.jpg
234688349,배트맨 : 댐드,22000,in stock,176,215*275,440,9.78895E+12,원제 : Batman: Damned,3/5/20,시공사(만화),브라이언 아자렐로,리 베르메호,https://image.aladin.co.kr/product/23468/83/cover500/8952754557_1.jpg
233624938,슈퍼맨 액션 코믹스 Vol.3,19000,in stock,220,167*257,418,9.78895E+12,원제 : Superman-Action Comics Vol. 3: At The End Of Days,2/25/20,시공사(만화),그랜트 모리슨,"랙스 모랄레스, 브래드 워커",https://image.aladin.co.kr/product/23362/49/cover500/k052637017_1.jpg
233623900,비포 왓치맨 : 나이트 아울/닥터 맨해튼,24000,in stock,288,167*257,547,9.78895E+12,원제 : Before Watchmen: Nite Owl/Dr. Manhattan,2/25/20,시공사(만화),J. 마이클 스트라진스키,"앤디 쿠버트, 조 쿠버트, 아담 휴즈, 빌 신케비츠, 에두아르도 리쏘",https://image.aladin.co.kr/product/23362/39/cover500/8952754697_1.jpg
233421569,오리지널 신,21000,in stock,240,167*257,547,9.78895E+12,원제 : Original Sin,2/20/20,시공사(만화),제이슨 아론,마이크 디오다토,https://image.aladin.co.kr/product/23342/15/cover500/8952753976_1.jpg
233421302,캡틴 아메리카 : 스티브 로저스 Vol.3 제국 건설,18000,in stock,192,167*257,547,9.78895E+12,원제 : Captain America: Steve Rogers Vol. 3 Empire Building,2/20/20,시공사(만화),"닉 스펜서, 도니 케이츠","헤수스 사이즈, 하비에르 피나, 레이첼 로젠버그",https://image.aladin.co.kr/product/23342/13/cover500/8952753984_2.jpg
233421167,닥터 둠 : 인퍼머스 아이언 맨 Vol. 2,13000,out of stock,136,167*257,547,9.78895E+12,원제 : Infamous Iron Man Vol. 2 : The Absolution Of Doom,2/20/20,시공사(만화),브라이언 마이클 벤디스,"알렉스 말레프, 맷 홀링스워스",https://image.aladin.co.kr/product/23342/11/cover500/895275431x_1.jpg
228673465,히어로즈 인 크라이시스,22000,in stock,240,167*257,456,9.78895E+12,원제 : Heroes In Crisis,1/25/20,시공사(만화),톰 킹,클레이 만,https://image.aladin.co.kr/product/22867/34/cover500/8952746775_1.jpg
228673312,할리 퀸과 버즈 오브 프레이,13000,in stock,144,167*257,456,9.78895E+12,원제 : Harley Quinn And The Birds oOf Prey,1/25/20,시공사(만화),폴 디니,돈 크레이머,https://image.aladin.co.kr/product/22867/33/cover500/8952748255_1.jpg
228673046,배트걸과 버즈 오브 프레이 Vol.3 : 풀 서클,19000,in stock,212,167*257,456,9.78895E+12,원제 : Batgirl And The Birds Of Prey Vol.3 Full Circle,1/25/20,시공사(만화),"줄리 벤슨, 쇼나 벤슨","로제 안토니오, 마르시오 타카라",https://image.aladin.co.kr/product/22867/30/cover500/8952747720_1.jpg
228672779,배트걸과 버즈 오브 프레이 Vol.2 : 소스 코드,16000,in stock,168,167*257,456,9.78895E+12,원제 : Batgirl And The Birds Of Prey Vol.2 Source Code,1/25/20,시공사(만화),"줄리 벤슨, 쇼나 벤슨","클레어 로, 로제 안토니오",https://image.aladin.co.kr/product/22867/27/cover500/8952747399_1.jpg
228672518,배트걸과 버즈 오브 프레이 Vol.1 : 오라클의 정체는?,16000,in stock,176,167*257,456,9.78895E+12,원제 : Batgirl And The Birds Of Prey Vol.1: Who Is Oracle?,1/25/20,시공사(만화),"줄리 벤슨, 쇼나 벤슨","클레어 로, 로제 안토니오",https://image.aladin.co.kr/product/22867/25/cover500/8952746805_1.jpg
228673652,스파이더맨 / 데드풀 VOL. 6 : Wlmd,13000,in stock,112,167*257,213,9.78895E+12,원제 : Spider-Man/Deadpool Vol.6 : Wlmd,1/20/20,시공사(만화),로비 톰슨,스콧 헵번,https://image.aladin.co.kr/product/22867/36/cover500/8952746686_1.jpg
227745724,어벤저스 : 레이지 오브 울트론,14000,in stock,112,167*257,213,9.78895E+12,원제 : Avengers: Rage Of Ultron,1/20/20,시공사(만화),릭 리멘더,"제롬 오페냐, 페페 라라즈, 마크 모랄레스",https://image.aladin.co.kr/product/22774/57/cover500/8952746503_1.jpg
227741084,닥터 둠 : 인퍼머스 아이언 맨 Vol. 1,13000,out of stock,136,167*257,213,9.78895E+12,원제 : Infamous Iron Man Vol. 1: Infamous,1/20/20,시공사(만화),브라이언 마이클 벤디스,"알렉스 말레프, 맷 홀링스워스",https://image.aladin.co.kr/product/22774/10/cover500/8952746678_1.jpg
227738271,S.H.I.E.L.D. : 영원의 설계자들,18000,in stock,192,167*257,213,9.78895E+12,원제 : S.H.I.E.L.D.: Architects of Forever,1/20/20,시공사(만화),조나단 힉맨,더스틴 위버,https://image.aladin.co.kr/product/22773/82/cover500/8952746384_1.jpg
227737957,헬보이 Hellboy 9 : 와일드 헌트,18000,out of stock,192,167*257,365,9.78895E+12,원제 : Hellboy™ 9 : The Wild Hunt,1/20/20,시공사(만화),마이크 미뇰라,던컨 페그레도,https://image.aladin.co.kr/product/22773/79/cover500/8952746767_1.jpg
221695956,배트맨 : 어스 원 Vol.2,14000,in stock,160,167*257,365,9.78895E+12,원제 : Batman: Earth One Vol.2,12/25/19,시공사(만화),제프 존스,"개리 프랭크, 존 시발, 브래드 앤더슨",https://image.aladin.co.kr/product/22169/59/cover500/8952739809_1.jpg
221695583,언캐니 어벤저스 Vol.4 : 레드 스컬,12000,in stock,136,167*257,258,9.78895E+12,원제 : Uncanny Avengers: Unity Vol. 4 - Red Skull,12/20/19,시공사(만화),제리 더갠,"케빈 리브랜다, 페페 라라즈, 데이비드 큐리엘",https://image.aladin.co.kr/product/22169/55/cover500/895274165x_1.jpg
221695265,닥터 스트레인지 Vol.4 : 미스터 미저리,12000,in stock,136,167*257,258,9.78895E+12,원제 : Doctor Strange Vol. 4: MR. Misery,12/20/19,시공사(만화),제이슨 아론,크리스 배챌로,https://image.aladin.co.kr/product/22169/52/cover500/8952741633_1.jpg
