itemid,title,price,stock_status,page,size,mass,ISBN,original_title,publish_date,publish_company,writer,artist,image_url
375359719,그랜트 모리슨 : 뉴 엑스맨 옴니버스,144000,in stock,1088,167*257,1632,9.79117E+12,원제 : New X-Men Omnibus By Grant Morrison,10/15/25,시공사(만화),그랜트 모리슨,"프랭크 콰이틀리, 에단 반 스카이버, 레이닐 프랜시스 유, 이고르 코르데이, 존 폴 레온, 필 히메네스, 케론 그랜트, 크리스 배챌로, 마크 실베스트리",https://image.aladin.co.kr/product/37535/97/cover500/k722032029_1.jpg
370287218,뉴 어벤저스 BOOK 2 : 시빌 워,53000,in stock,432,167*257,830,9.79117E+12,원제 : New Avengers BOOK 2 : Civil War,7/25/25,시공사(만화),브라이언 마이클 벤디스,"데이비드 핀치, 스티브 맥니븐",https://image.aladin.co.kr/product/37028/72/cover500/k032030737_1.jpg
370286699,뉴 어벤저스 BOOK 1 : 어셈블드,53000,in stock,424,167*257,806,9.79117E+12,원제 : New Avengers BOOK 1 : Assembled,7/25/25,시공사(만화),브라이언 마이클 벤디스,"데이비드 핀치, 스티브 맥니븐",https://image.aladin.co.kr/product/37028/66/cover500/k922030737_1.jpg
370286350,센트리 : 리본,27000,in stock,192,167*257,395,9.79117E+12,원제 : The Sentry : Reborn,7/25/25,시공사(만화),폴 젠킨스,존 로미타 주니어,https://image.aladin.co.kr/product/37028/63/cover500/k882030736_1.jpg
368525530,데어데블 : 백 인 블랙 BOOK 3,51000,in stock,416,167*257,790,9.79117E+12,원제 : Daredevil: Back In Black,6/25/25,시공사(만화),"찰스 소울, 제드 맥케이","마이크 퍼킨스, 필 노토, 이반 코엘로",https://image.aladin.co.kr/product/36852/55/cover500/k412030306_1.jpg
368525310,데어데블 : 백 인 블랙 BOOK 2,51000,in stock,416,167*257,790,9.79117E+12,원제 : Daredevil: Back In Black,6/25/25,시공사(만화),찰스 소울,"론 가니, 고란 수주카",https://image.aladin.co.kr/product/36852/53/cover500/k322030306_1.jpg
368524959,데어데블 : 백 인 블랙 BOOK 1,51000,in stock,416,167*257,790,9.79117E+12,원제 : Daredevil: Back In Black,6/25/25,시공사(만화),찰스 소울,"론 가니, 고란 수주카",https://image.aladin.co.kr/product/36852/49/cover500/k282030306_1.jpg
364900732,시크릿 워즈,36000,in stock,312,167*257,780,9.79117E+12,원제 : Secret Wars,5/25/25,시공사(만화),조나단 힉맨,에사드 리빅,https://image.aladin.co.kr/product/36490/7/cover500/k842039111_1.jpg
364898916,헐크 : 레드 헐크는 누구인가?,51000,in stock,296,167*257,780,9.79117E+12,원제 : Hulk : Who Is The Red Hulk?,4/25/25,시공사(만화),제프 로브,에드 맥기네스,https://image.aladin.co.kr/product/36489/89/cover500/k812039110_1.jpg
349368820,조커: 더 월드,37000,out of stock,184,167*257,276,9.79117E+12,원제 : Joker: The World,10/10/24,시공사(만화),"전인표, 제프 존스","박재광, 제이슨 파보크",https://image.aladin.co.kr/product/34936/88/cover500/k902934363_1.jpg
353981628,시크릿 워즈 1984,48000,out of stock,376,167*257,714,9.79117E+12,원제 : Marvel Super Heroes Secret Wars,9/30/24,시공사(만화),짐 슈터,"마이크 제크, 밥 레이튼",https://image.aladin.co.kr/product/35398/16/cover500/k302035019_1.jpg
337803510,샌드맨 : 서곡 앱솔루트,60000,out of stock,416,167*257,624,9.79117E+12,원제 : The Absolute Sandman: Overture,3/25/24,시공사(만화),닐 게이먼,J. H. 윌리엄스 3세,https://image.aladin.co.kr/product/33780/35/cover500/k912930374_1.jpg
335185913,데어데블 옴니버스,110000,in stock,992,167*257,1488,9.79117E+12,원제 : Daredevil Omnibus By Brubaker & Lark,1/30/24,시공사(만화),에드 브루베이커,"마이클 라크, 스테파노 가우디아노",https://image.aladin.co.kr/product/33518/59/cover500/k172938654_1.jpg
330006435,배트맨: 화이트 나이트 프레젠트: 할리 퀸,20000,in stock,168,167*257,252,9.79117E+12,원제 : Batman: White Knight Presents: Harley Quinn,12/25/23,시공사(만화),"카타나 콜린스, 션 머피",마테오 스칼레라,https://image.aladin.co.kr/product/33000/64/cover500/k392937778_1.jpg
329720613,데어데블 : 파트 오브 어 홀,19000,in stock,276,167*257,414,9.79117E+12,원제 : Daredevil : Parts Of a Hole,11/30/23,시공사(만화),데이비드 맥,"조 퀘사다, 지미 팔미오티",https://image.aladin.co.kr/product/32972/6/cover500/k432936452_1.jpg
329720149,데어데블 : 가디언 데블,22000,in stock,232,167*257,348,9.79117E+12,원제 : Daredevil: Guardian Devil,11/30/23,시공사(만화),케빈 스미스,"조 퀘사다, 지미 팔미오티",https://image.aladin.co.kr/product/32972/1/cover500/k462936452_1.jpg
327571482,캡틴 마블 Vol.5 : 브루드의 복수,23000,in stock,256,167*257,486,9.79117E+12,원제 : Captain Marvel Vol. 5,10/26/23,시공사(만화),켈리 톰슨,"세르히오 다빌라, 하비에르 피나",https://image.aladin.co.kr/product/32757/14/cover500/k422936087_1.jpg
327571227,캡틴 마블 Vol.4 : 라스트 오브 더 마블스,23000,in stock,256,167*257,486,9.79117E+12,원제 : Captain Marvel Vol. 4,10/26/23,시공사(만화),켈리 톰슨,"세르히오 다빌라, 미야자와 타케시",https://image.aladin.co.kr/product/32757/12/cover500/k462936087_1.jpg
327571057,캡틴 마블 Vol.3 : 엠파이어,25000,in stock,288,167*257,547,9.79117E+12,원제 : Captain Marvel Vol. 3,10/26/23,시공사(만화),켈리 톰슨,"코리 스미스, 리 가벳",https://image.aladin.co.kr/product/32757/10/cover500/k352936087_1.jpg
327570844,캡틴 마블 Vol.2 : 라스트 어벤저,21000,in stock,224,167*257,426,9.79117E+12,원제 : Captain Marvel Vol. 2,10/26/23,시공사(만화),켈리 톰슨,"카르멘 카네로, 리 가벳",https://image.aladin.co.kr/product/32757/8/cover500/k252936087_1.jpg
327571802,배트모빌 매뉴얼,40000,in stock,208,167*257,312,9.79117E+12,원제 : Batmobile Manual,10/25/23,시공사(만화),,,https://image.aladin.co.kr/product/32757/18/cover500/k682936087_1.jpg
325312335,엑스맨 Vol. 3 : 트라이얼 오브 엑스,30000,in stock,360,167*257,540,9.79117E+12,원제 : X-MEN: TRIALS OF X,9/26/23,시공사(만화),"리아 윌리엄스, 제리 더갠","루카스 웨넥, 페페 라라즈, 하비에르 피나",https://image.aladin.co.kr/product/32531/23/cover500/k662935023_1.jpg
325054420,로키의 시련,13000,in stock,116,167*257,220,9.79117E+12,원제 : The Trials of Loki,9/26/23,시공사(만화),로베르토 아기레사카사,세바스티안 피우마라,https://image.aladin.co.kr/product/32505/44/cover500/k652935723_1.jpg
325054092,타이거 디비전,15000,in stock,144,167*257,274,9.79117E+12,원제 : TIGER DIVISION,9/26/23,시공사(만화),에밀리 킴,크리스 리,https://image.aladin.co.kr/product/32505/40/cover500/k552935723_1.jpg
325054030,엑스맨 Vol. 2 : 레인 오브 엑스,30000,in stock,328,167*257,492,9.79117E+12,원제 : X-MEN: REIGN OF X,9/26/23,시공사(만화),"조나단 힉맨, 제리 더갠","마흐무드 아스라, 페페 라라즈",https://image.aladin.co.kr/product/32505/40/cover500/k442935723_1.jpg
326497182,어메이징 스파이더맨 BOOK 5,34000,in stock,424,167*257,806,9.79117E+12,원제 : Amazing Spider: Man Ultimate Collection Book,8/25/23,시공사(만화),J. 마이클 스트라진스키,"론 가니, 조 퀘사다",https://image.aladin.co.kr/product/32649/71/cover500/k892935657_1.jpg
326497030,어메이징 스파이더맨 BOOK 4,34000,in stock,424,167*257,806,9.79117E+12,원제 : Amazing Spider: Man Ultimate Collection Book,8/25/23,시공사(만화),J. 마이클 스트라진스키,"존 로미타 주니어, 마이크 데오다토 주니어",https://image.aladin.co.kr/product/32649/70/cover500/k732935657_1.jpg
326496935,어메이징 스파이더맨 BOOK 3,34000,in stock,424,167*257,806,9.79117E+12,원제 : Amazing Spider: Man Ultimate Collection Book,8/25/23,시공사(만화),"J. 마이클 스트라진스키, 존 로미타 주니어",마이크 데오다토 주니어,https://image.aladin.co.kr/product/32649/69/cover500/k642935657_1.jpg
326496816,어메이징 스파이더맨 BOOK 2,34000,in stock,424,167*257,806,9.79117E+12,원제 : Amazing Spider: Man Ultimate Collection Book,8/25/23,시공사(만화),J. 마이클 스트라진스키,존 로미타 주니어,https://image.aladin.co.kr/product/32649/68/cover500/k692935657_1.jpg
326496629,어메이징 스파이더맨 BOOK 1,34000,in stock,424,167*257,806,9.79117E+12,원제 : Amazing Spider: Man Ultimate Collection Book,8/25/23,시공사(만화),J. 마이클 스트라진스키,존 로미타 주니어,https://image.aladin.co.kr/product/32649/66/cover500/k512935657_1.jpg
323594909,디씨즈드 : 데드 플래닛,22000,in stock,208,167*257,806,9.79117E+12,원제 : Dceased : Dead Planet,8/25/23,시공사(만화),톰 테일러,"트레버 헤어사인, 지지 발다시니, 레인 베레도",https://image.aladin.co.kr/product/32359/49/cover500/k902935467_1.jpg
323594840,디씨즈드 : 언킬러블즈,18000,in stock,232,167*257,806,9.79117E+12,원제 : Dceased : Unkillables,8/25/23,시공사(만화),톰 테일러,칼 모스테르트,https://image.aladin.co.kr/product/32359/48/cover500/k842935466_1.jpg
323594730,아이언 맨 : 아머 워즈,20000,in stock,212,167*257,403,9.79117E+12,원제 : Iron Man: Armor Wars,8/25/23,시공사(만화),"데이비드 미켈라이니, 밥 레이튼","마크 D. 브라이트, 배리 윈저 스미스",https://image.aladin.co.kr/product/32359/47/cover500/k712935466_1.jpg
319808959,피터 포커 : 스파이더햄,13000,in stock,112,167*257,213,9.79117E+12,원제 : SPpider-Ham: Aporkalypse Now,7/1/23,시공사(만화),젭 웰스,윌 롭슨,https://image.aladin.co.kr/product/31980/89/cover500/k502834463_1.jpg
319373548,스파이더 그웬 : 엣지 오브 스파이더버스,20000,in stock,240,167*257,456,9.79117E+12,원제 : Spider - Gwen: Edge Of Spider-Verse,6/26/23,시공사(만화),제이슨 라투어,"로비 로드리게스, 리코 렌지, 크리스 비전스",https://image.aladin.co.kr/product/31937/35/cover500/k472833055_1.jpg
318932552,플래시포인트 : 월드 오브 플래시포인트,22000,in stock,220,167*257,550,9.79117E+12,6/25/23,시공사(만화),(옮긴이),"브라이언 아자렐로, 토니 베다드, 스콧 콜린스, 댄 애브넷, 앤디 래닝","에두아르도 리쏘, 아르디안 시아프, 비센테 시푸엔테스, 디아나 에지아, 조엘 고메즈, 스콧 클락, 데이비드 비티, 아쿠스틴 파딜라, 호세 아빌레스",https://image.aladin.co.kr/product/31893/25/cover500/k172833749_1.jpg
318932247,플래시포인트 디럭스 에디션,20000,in stock,176,167*257,440,9.79117E+12,원제 : Flashpoint Deluxe Edition,6/25/23,시공사(만화),제프 존스,"앤디 쿠버트, 샌드라 호프",https://image.aladin.co.kr/product/31893/22/cover500/k072833749_1.jpg
318932115,플래시 : 세상에서 제일 빠른 남자,16000,in stock,136,167*257,204,9.79117E+12,원제 : The Flash: The Fastest Man Alive,6/25/23,시공사(만화),케니 포터,"리카르도 로페즈 오르티츠, 후안 페레이라, 제이슨 하워드",https://image.aladin.co.kr/product/31893/21/cover500/k942833749_1.jpg
318931804,플래시 Vol. 7,48000,in stock,516,167*257,980,9.79117E+12,원제 : The Flash Vol. 7,6/25/23,시공사(만화),조슈아 윌리엄슨,"라파 산도발, 조르디 타라고나, 하워드 포터, 크리스티안 듀스, 스콧 콜린스",https://image.aladin.co.kr/product/31893/18/cover500/k862833748_1.jpg
318931622,슈퍼맨 '78,18000,in stock,152,165*257,228,9.79117E+12,원제 : Superman '78,6/25/23,시공사(만화),로버트 벤디티,"윌프레도 토레스, 조디 벨레어",https://image.aladin.co.kr/product/31893/16/cover500/k792833748_1.jpg
318931392,배트맨 '89,18000,out of stock,152,167*257,228,9.79117E+12,원제 : BATMAN '89,6/25/23,시공사(만화),샘 햄,"조 퀴노네스, 레너드 이토",https://image.aladin.co.kr/product/31893/13/cover500/k642833748_1.jpg
318620360,로켓 라쿤,13000,in stock,136,167*257,258,9.79117E+12,원제 : ROCKET: THE BLUE RIVER SCORE,6/10/23,시공사(만화),앨 유잉,아담 고어험,https://image.aladin.co.kr/product/31862/3/cover500/k032833420_1.jpg
317386779,챔피언스 : 금지당한 세대,17000,in stock,184,167*257,350,9.79117E+12,원제 : Champions Vol. 1: Outlawed,5/26/23,시공사(만화),"이브 L. 유잉, 마크 웨이드","킴 자신토, 시모네 디 메오, 밥 퀸, 움베르토 라모스",https://image.aladin.co.kr/product/31738/67/cover500/k392833809_1.jpg
317386359,마일스 모랄레스 Vol. 2 : 얼티메이텀,21000,in stock,240,167*257,456,9.79117E+12,원제 : Miles Morales Vol. 2: Ultimatum,5/26/23,시공사(만화),살라딘 아흐메드,"하비에르 개론, 코리 스미스, 마르셀로 페헤이라, 제 카를로스",https://image.aladin.co.kr/product/31738/63/cover500/k292833809_1.jpg
317385834,마일스 모랄레스 Vol. 1 : 브루클린 소년,21000,in stock,236,167*257,448,9.79117E+12,원제 : Miles Morales Vol. 1: Straight Out Of Brooklyn,5/26/23,시공사(만화),살라딘 아흐메드,"하비에르 개론, 론 애킨스, 데이비드 큐리엘",https://image.aladin.co.kr/product/31738/58/cover500/k122833809_1.jpg
317444458,플래시 Vol. 6,50000,in stock,552,167*257,1049,9.79117E+12,원제 : The Flash Vol. 6,5/25/23,시공사(만화),조슈아 윌리엄슨,"크리스티안 듀스, 스콧 콜린스, 라파 산도발, 루이스 게레로, 조르디 타라고나",https://image.aladin.co.kr/product/31744/44/cover500/k762833807_1.jpg
315322365,스파이더맨 : 월드 콜라이드,20000,in stock,232,167*257,441,9.79117E+12,원제 : Spider-Men : Worlds Collide,4/26/23,시공사(만화),브라이언 마이클 벤디스,"사라 피첼리, 마크 배글리",https://image.aladin.co.kr/product/31532/23/cover500/k392832442_1.jpg
315321917,그루트,13000,in stock,136,167*257,258,9.79117E+12,원제 : Groot,4/26/23,시공사(만화),제프 러브니스,브라이언 케싱어,https://image.aladin.co.kr/product/31532/19/cover500/k362832442_1.jpg
315321262,가디언즈 오브 갤럭시,26000,in stock,320,167*257,608,9.79117E+12,원제 : Guardians of the Galaxy by Donny Cates,4/26/23,시공사(만화),도니 케이츠,"제프 쇼, 코리 스미스",https://image.aladin.co.kr/product/31532/12/cover500/k282832442_1.jpg
318932366,슈퍼맨 : 시크릿 오리진 디럭스 에디션,22000,in stock,224,167*257,560,9.79117E+12,원제 : Secret Origin The Deluxe Edition,4/25/23,시공사(만화),제프 존스,"개리 프랭크, 존 시발",https://image.aladin.co.kr/product/31893/23/cover500/k012833749_1.jpg
318931921,슈퍼맨 : 내일의 사나이에게 무슨 일이 생겼나? 디럭스 에디션,18000,in stock,128,167*257,320,9.79117E+12,원제 : Superman: Whatever Happened To The Man Of Tomorrow? The Deluxe Edition,4/25/23,시공사(만화),앨런 무어,커트 스완,https://image.aladin.co.kr/product/31893/19/cover500/k802833748_1.jpg
318931348,슈퍼걸 : 우먼 오브 투모로우,22000,in stock,224,167*257,560,9.79117E+12,원제 : Supergirl: Woman Of Tomorrow,4/25/23,시공사(만화),톰 킹,"빌키스 이블리, 마테우스 로페스",https://image.aladin.co.kr/product/31893/13/cover500/k612833748_1.jpg
318931164,슈퍼맨 : 하늘 높이,20000,in stock,176,165*257,264,9.79117E+12,원제 : Superman: Up in the Sky,4/25/23,시공사(만화),톰 킹,앤디 큐버트,https://image.aladin.co.kr/product/31893/11/cover500/k692833748_1.jpg
313738198,어메이징 스파이더맨 : 신즈 라이징 Vol. 3,25000,in stock,304,167*257,578,9.79117E+12,원제 : Amazing Spider-Man by Nick Spencer,3/26/23,시공사(만화),닉 스펜서,"패트릭 글리슨, 페데리코 비센티니, 마르셀로 페헤이라, 마크 배글리",https://image.aladin.co.kr/product/31373/81/cover500/k592832901_1.jpg
313737963,어메이징 스파이더맨 : 신즈 라이징 Vol. 2,24000,in stock,280,167*257,532,9.79117E+12,원제 : Amazing Spider-Man by Nick Spencer,3/26/23,시공사(만화),닉 스펜서,"패트릭 글리슨, 마르셀로 페헤이라, 마크 배글리",https://image.aladin.co.kr/product/31373/79/cover500/k492832901_1.jpg
313737815,어메이징 스파이더맨 : 신즈 라이징 Vol. 1,25000,in stock,292,167*257,555,9.79117E+12,원제 : Amazing Spider-Man by Nick Spencer,3/26/23,시공사(만화),닉 스펜서,"마크 배글리, 마르셀로 페헤이라, 페데리코 비센티니, 라이언 오틀리, 움베르토 라모스",https://image.aladin.co.kr/product/31373/78/cover500/k312832901_1.jpg
313737653,시니스터 워,24000,in stock,288,167*257,555,9.79117E+12,원제 : SINISTER WAR,3/26/23,시공사(만화),닉 스펜서,"에드 브리슨, 마크 배글리",https://image.aladin.co.kr/product/31373/76/cover500/k162832901_1.jpg
313737461,슈퍼맨 : 액션 코믹스 : 리버스 디럭스 에디션 BOOK 3,36000,in stock,400,167*257,760,9.79117E+12,원제 : Superman: Action Comics : Rebirth Deluxe Edition Book 2,3/25/23,시공사(만화),댄 쥬겐스,"빅토르 보그다노비치, 윌 콘래드, 브렛 부스",https://image.aladin.co.kr/product/31373/74/cover500/k902832901_1.jpg
313736754,배트맨 : 어스 원 Vol.3,16000,out of stock,160,167*257,760,9.79117E+12,원제 : Batman: Earth One Vol.3,3/25/23,시공사(만화),제프 존스,"개리 프랭크, 존 시발, 브래드 앤더슨",https://image.aladin.co.kr/product/31373/67/cover500/k642832900_1.jpg
312506649,시크릿 인베이전,33000,in stock,440,167*257,1100,9.79117E+12,원제 : Secret Invasion,2/26/23,시공사(만화),브라이언 마이클 벤디스,레이닐 프랜시스 유,https://image.aladin.co.kr/product/31250/66/cover500/k512832360_1.jpg
311905867,어벤저스 : 캉 다이너스티,32000,in stock,416,167*257,790,9.79117E+12,원제 : Avengers: The Kang Dynasty,2/26/23,시공사(만화),커트 뷰식,"앨런 데이비스, 마누엘 가르시아, 키에론 드와이어, 아이반 라이스, 브렌트 앤더슨, 패트릭 저처",https://image.aladin.co.kr/product/31190/58/cover500/k772831959_1.jpg
311151426,슈퍼맨 Vol. 6,20000,in stock,224,167*257,426,9.79117E+12,원제 : Superman VOL. 6,2/25/23,시공사(만화),"피터 J. 토마시, 패트릭 글리슨, 제임스 로빈슨","더그 만케, 스콧 고들루스키",https://image.aladin.co.kr/product/31115/14/cover500/k022831846_1.jpg
311150794,슈퍼맨 Vol. 5,20000,in stock,216,167*257,410,9.79117E+12,원제 : Superman VOL. 5,2/25/23,시공사(만화),"피터 J. 토마시, 패트릭 글리슨, 키스 샴페인","더그 만케, 제임스 보니, 타일러 커크햄, 스콧 고들루스키",https://image.aladin.co.kr/product/31115/7/cover500/k842831845_1.jpg
309573904,정복자 캉,16000,in stock,164,167*257,312,9.79117E+12,원제 : Kang The Conqueror: Only Myself Left To Conquer,1/26/23,시공사(만화),"잭슨 랜징, 콜린 켈리, 제드 맥케이",카를로스 마그노,https://image.aladin.co.kr/product/30957/39/cover500/k892831007_1.jpg
309573718,어스토니싱 앤트맨,30000,in stock,344,167*257,654,9.79117E+12,원제 : The Astonishing Ant-Man: The Complete Collection,1/26/23,시공사(만화),닉 스펜서,라몬 로사나스,https://image.aladin.co.kr/product/30957/37/cover500/k772831007_1.jpg
309573858,샤잠! 앤드 세븐 매직 랜드,32000,in stock,344,167*257,654,9.79117E+12,원제 : Shazam! and the Seven Magic Lands,1/25/23,시공사(만화),제프 존스,"데일 이글샴, 스콧 콜린스",https://image.aladin.co.kr/product/30957/38/cover500/k882831007_1.jpg
309573704,"레드 후드와 무법자들 Vol. 4 : 잘 자요, 고담",16000,in stock,184,167*257,350,9.79117E+12,"원제 : Red Hood And The Autlaws Vol. 4 Good Night, Gotham",1/25/23,시공사(만화),스콧 롭델,"덱스터 소이, 베로니카 간디니",https://image.aladin.co.kr/product/30957/37/cover500/k782831007_1.jpg
307421142,캡틴 아메리카 Vol. 2 : 무엇의 캡틴도 아닌,24000,in stock,288,167*257,547,9.79117E+12,원제 : CAPTAIN AMERICA Vol. 2 : Nehisi Coates,12/26/22,시공사(만화),타네히시 코츠,"아담 큐버트, 제이슨 마스터스",https://image.aladin.co.kr/product/30742/11/cover500/k942830253_1.jpg
307420622,어벤저스 : 지구 최강의 영웅들 Vol. 5 콘슈의 시대,24000,in stock,300,167*257,570,9.79117E+12,원제 : AVENGERS by Jason Aaron VOL. 5 : Avengers By Jason Aarom,12/26/22,시공사(만화),제이슨 아론,"에드 맥기네스, 하비에르 개론",https://image.aladin.co.kr/product/30742/6/cover500/k822830252_1.jpg
307423183,배트맨 앤드 로빈 Vol.4,32000,out of stock,328,167*257,623,9.79117E+12,원제 : Batman And Robin Vol.4,12/25/22,시공사(만화),피터 J. 토마시,"패트릭 글리슨, 믹 그레이, 앤디 큐버트",https://image.aladin.co.kr/product/30742/31/cover500/k352830253_1.jpg
307422967,배트맨 앤드 로빈 Vol.3,32000,in stock,336,167*257,638,9.79117E+12,원제 : Batman And Robin Vol.3,12/25/22,시공사(만화),피터 J. 토마시,"패트릭 글리슨, 믹 그레이, 더그 만케",https://image.aladin.co.kr/product/30742/29/cover500/k232830253_1.jpg
307422510,배트맨 앤드 로빈 Vol.2,32000,out of stock,320,167*257,608,9.79117E+12,원제 : Batman And Robin Vol.2,12/25/22,시공사(만화),피터 J. 토마시,"패트릭 글리슨, 믹 그레이, 존 캐일리쉬",https://image.aladin.co.kr/product/30742/25/cover500/k272830253_1.jpg
305720607,이모털 헐크 Vol. 5 : 지옥과 사망의 열쇠,24000,in stock,296,167*257,608,9.79117E+12,원제 : Immortal Hulk HC VOL. 5,11/26/22,시공사(만화),앨 유잉,"조 베넷, 루이 호세, 폴 마운츠",https://image.aladin.co.kr/product/30572/6/cover500/k872830710_1.jpg
305720304,이모털 헐크 Vol. 4 : 문을 지키는 자,21000,in stock,248,167*257,608,9.79117E+12,원제 : Immortal Hulk HC VOL. 4,11/26/22,시공사(만화),앨 유잉,"조 베넷, 루이 호세, 폴 마운츠",https://image.aladin.co.kr/product/30572/3/cover500/k632830710_1.jpg
305720150,이모털 헐크 Vol. 3 : 우리는 브루스 배너를 믿는다,22000,in stock,256,167*257,608,9.79117E+12,원제 : Immortal Hulk HC VOL. 3,11/26/22,시공사(만화),앨 유잉,"조 베넷, 루이 호세, 폴 마운츠",https://image.aladin.co.kr/product/30572/1/cover500/k602830710_1.jpg
303757360,할리 퀸 BOOK 2,32000,in stock,380,167*257,608,9.79117E+12,원제 : Harley Quinn Vol. 2,10/27/22,시공사(만화),샘 험프리스,"오토 슈미트, 사미 바스리, 아벨, Hi-Fi",https://image.aladin.co.kr/product/30375/73/cover500/k612839951_1.jpg
303533303,블랙 팬서 : 우리 발아래의 국가,24000,in stock,296,167*257,562,9.79117E+12,원제 : Black Panther: A Nation Under Our Feet,10/26/22,시공사(만화),타네히시 코츠,"브라이언 스텔프리즈, 크리스 스프라우스, 로라 마틴",https://image.aladin.co.kr/product/30353/33/cover500/k772839647_1.jpg
303532554,어벤저스 : 지구 최강의 영웅들 Vol. 4 고스트 라이더 & 스타브랜드,21000,in stock,252,167*257,479,9.79117E+12,원제 : AVENGERS by Jason Aaron VOL. 4: Ghost Riders & Starbrand,10/26/22,시공사(만화),제이슨 아론,"에드 맥기네스, 스테파노 카셀리",https://image.aladin.co.kr/product/30353/25/cover500/k542839647_1.jpg
303532355,블랙 팬서 : 둠워,24000,in stock,296,167*257,562,9.79117E+12,원제 : Black Panther: Doomwar,10/26/22,시공사(만화),조너선 메이버리,"윌 콘래드, 스콧 이튼",https://image.aladin.co.kr/product/30353/23/cover500/k492839647_1.jpg
303532351,닥터 둠 : 북 오브 둠,14000,in stock,148,167*257,281,9.79117E+12,원제 : Fantastic Four: Books of Doom,10/26/22,시공사(만화),에드 브루베이커,"파블로 라이몬디, 강민혁",https://image.aladin.co.kr/product/30353/23/cover500/k482839647_1.jpg
303757651,배트맨 : 데스 메탈,65000,in stock,628,167*257,942,9.79117E+12,원제 : Batman: Death Metal,10/25/22,시공사(만화),"스콧 스나이더, 제임스 타이니언 4세, 조슈아 윌리엄슨, 피터 J. 토마시, 제프 존스, 마크 웨이드, 게일 시몬","그렉 카풀로, 조나단 글래피언, FCO 플라센시아, 프랜시스 마나풀, 에디 바로우즈, 후안 게데온, 토니 S. 다니엘, 헤수스 메리노, 라일리 로스모, 트래비스 무어, 미르카 안돌포, 알렉스 말레프, 라파엘 앨버커키",https://image.aladin.co.kr/product/30375/76/cover500/k792839951_1.jpg
303757295,배트맨 Vol. 5 : 공포 상태,17000,in stock,160,167*257,240,9.79117E+12,원제 : Batman Vol. 5: FEAR STATE,10/25/22,시공사(만화),제임스 타이니언 4세,"호르헤 히메네즈, 벵골, 토메우 모리",https://image.aladin.co.kr/product/30375/72/cover500/k682839951_1.jpg
303757200,배트맨 Vol. 4 : 겁에 질린 자들,17000,in stock,168,167*257,252,9.79117E+12,원제 : Batman Vol. 4: The Cowardly Lot,10/25/22,시공사(만화),제임스 타이니언 4세,"호르헤 히메네즈, 토메우 모리",https://image.aladin.co.kr/product/30375/72/cover500/k542839951_1.jpg
303756620,배트맨 Vol. 3 : 유령 이야기,17000,in stock,176,167*257,264,9.79117E+12,원제 : Batman Vol. 3: Ghost Stories,10/25/22,시공사(만화),제임스 타이니언 4세,"길롐 마르크, 제임스 스토코, 카를로 파굴라얀, 데이비드 바론",https://image.aladin.co.kr/product/30375/66/cover500/k422839951_1.jpg
303549109,블랙 아담/JSA: 블랙 레인,16000,in stock,144,167*257,274,9.79117E+12,원제 : Black Adam/Jsa: Black Reign,10/25/22,시공사(만화),제프 존스,랙스 모랄레스,https://image.aladin.co.kr/product/30354/91/cover500/k542839759_1.jpg
302247654,데어데블 : 본 어게인,21000,in stock,232,167*257,348,9.79117E+12,원제 : Daredevil: Born Again,10/1/22,시공사(만화),프랭크 밀러,데이비드 마추켈리,https://image.aladin.co.kr/product/30224/76/cover500/k652839205_1.jpg
301850281,데블스 레인,24000,in stock,272,167*257,348,9.79117E+12,원제 : Devil's Reign,9/26/22,시공사(만화),칩 즈다스키,마르코 케케토,https://image.aladin.co.kr/product/30185/2/cover500/k892839991_1.jpg
301849828,데어데블 : 지옥을 지나 천국으로 Vol. 3,30000,in stock,384,167*257,348,9.79117E+12,원제 : Daredevil: To Heaven Through Hell Vol. 3,9/26/22,시공사(만화),칩 즈다스키,마르코 케케토,https://image.aladin.co.kr/product/30184/98/cover500/k792839991_1.jpg
301850771,이어 오브 더 빌런 : 헬 어리즌,14000,in stock,144,167*257,348,9.79117E+12,원제 : Year Of The Villain : Hell Arisen,9/25/22,시공사(만화),제임스 타이니언 4세,"스티브 엡팅, 하비에르 페르난데스",https://image.aladin.co.kr/product/30185/7/cover500/k902839992_1.jpg
302172324,샌드맨 : 디럭스 에디션 5,50000,in stock,632,167*257,948,9.79117E+12,원제 : The Sandman: The Deluxe Edition Book One,8/25/22,시공사(만화),닐 게이먼,"마이클 줄리, P. 크레이그 러셀, 아마노 요시타카, 존 J. 무스, 찰스 베스, 존 리지웨이, 브라이언 탤봇, 마일로 마나라, 미겔란소 프라도, 배론 스토리, 빌 신케비츠, 글렌 패브리, 프랭크 콰이틀리, 데이브 맥킨",https://image.aladin.co.kr/product/30217/23/cover500/k222839496_1.jpg
302171822,샌드맨 : 디럭스 에디션 4,47000,out of stock,528,167*257,1320,9.79117E+12,원제 : The Sandman: The Deluxe Edition Book Four,8/25/22,시공사(만화),닐 게이먼,"마크 헴펠, 브라이언 탤봇, 마크 버킹험, 디즈레일리, 리처드 케이스, 딕 지오다노, 알렉 스티븐스, 존 왓키스, 마이클 줄리, 마이클 올레드, 빈스 로크",https://image.aladin.co.kr/product/30217/18/cover500/k122839496_1.jpg
